1,3146
2,2412
3,1442
4,861
5,801
6,2315
7,297
8,1352
9,875
10,3707
11,1334
12,782
13,965
14,0
15,3608
16,9
17,1517
18,2602
19,2592
20,3682
21,283
22,2394
23,3418
24,3562
25,50
26,1911
27,900
28,3746
29,28
30,2183
31,120
32,2131
33,0
34,1335
35,2186
36,2522
37,1797
38,328
39,215
40,66
41,873
42,1383
43,2425
44,1976
45,978
46,0
47,2359
48,623
49,3828
50,25
51,3055
52,1658
53,2157
54,3645
55,1358
56,146
57,17
58,83
59,19
60,1686
61,3551
62,15
63,1209
64,2975
65,226
66,40
67,2698
68,73
69,579
70,661
71,920
72,85
73,68
74,1636
75,547
76,2531
77,3366
78,304
79,2980
80,813
81,3802
82,188
83,3022
84,859
85,72
86,2155
87,226
88,85
89,3680
90,2331
91,2531
92,50
93,2276
94,3203
95,3852
96,264
97,3788
98,1320
99,613
100,819
101,2748
102,3322
103,2093
104,609
105,2798
106,2983
107,1393
108,605
109,558
110,3378
111,1368
112,1538
113,1003
114,290
115,1916
116,2540
117,3138
118,1091
119,2926
120,31
121,548
122,764
123,2872
124,0
125,3731
126,1508
127,1313
128,1085
129,1673
130,437
131,41
132,2112
133,1689
134,2687
135,3673
136,877
137,715
138,2512
139,658
140,1253
141,1940
142,3257
143,881
144,0
145,2926
146,503
147,2111
148,3639
149,1445
150,172
151,3775
152,2591
153,2944
154,355
155,1059
156,2748
157,513
158,236
159,2979
160,0
161,1097
162,532
163,0
164,237
165,142
166,0
167,842
168,107
169,1872
170,247
171,329
172,150
173,3549
174,217
175,1477
176,191
177,0
178,461
179,220
180,21
181,461
182,496
183,1619
184,1339
185,782
186,495
187,149
188,82
189,1470
190,853
191,1851
192,3251
193,1246
194,2349
195,1400
196,3694
197,324
198,0
199,3142
200,3845
201,880
202,244
203,1625
204,255
205,66
206,861
207,3388
208,172
209,639
210,713
211,496
212,3087
213,968
214,568
215,2576
216,785
217,460
218,3088
219,3212
220,179
221,0
222,145
223,62
224,594
225,201
226,2711
227,3343
228,3295
229,3042
230,3365
231,1566
232,2527
233,3727
234,1181
235,636
236,252
237,164
238,1549
239,735
240,1090
241,183
242,64
243,235
244,202
245,2519
246,2262
247,1771
248,141
249,784
250,1934
251,3241
252,236
253,1243
254,2412
255,204
256,526
257,3798
258,1492
259,3487
260,2436
261,1631
262,485
263,1693
264,96
265,1556
266,1217
267,2462
268,2740
269,1199
270,647
271,429
272,2737
273,2772
274,2503
275,2116
276,1449
277,517
278,762
279,3638
280,2512
281,590
282,829
283,2522
284,84
285,34
286,0
287,1796
288,1198
289,2262
290,129
291,0
292,3150
293,1
294,0
295,1342
296,469
297,7
298,3166
299,834
300,858
301,297
302,1697
303,3621
304,78
305,1063
306,1767
307,1573
308,739
309,0
310,560
311,2423
312,1830
313,1412
314,423
315,1710
316,1316
317,2048
318,2815
319,569
320,1095
321,2242
322,560
323,1482
324,1811
325,151
326,80
327,0
328,38
329,3225
330,3399
331,1743
332,2116
333,0
334,1506
335,2122
336,2989
337,441
338,695
339,1185
340,1788
341,3132
342,2029
343,1458
344,1217
345,1916
346,2390
347,2687
348,743
349,924
350,2036
351,1387
352,367
353,127
354,3086
355,3086
356,2017
357,2712
358,0
359,3055
360,2438
361,3514
362,985
363,1539
364,1275
365,2938
366,3499
367,352
368,3328
369,963
370,3611
371,0
372,1501
373,3647
374,1333
375,558
376,3020
377,1063
378,3797
379,2561
380,3747
381,281
382,3071
383,2743
384,3270
385,2920
386,1570
387,741
388,602
389,893
390,1324
391,2843
392,581
393,3613
394,0
395,1485
396,3713
397,1111
398,1235
399,0
400,786
401,3412
402,1190
403,468
404,5
405,3758
406,2088
407,2537
408,2706
409,1225
410,669
411,524
412,718
413,3262
414,1230
415,446
416,1686
417,3419
418,1120
419,2550
420,2577
421,763
422,2548
423,314
424,1766
425,2849
426,253
427,3514
428,1192
429,271
430,2687
431,888
432,2427
433,492
434,3086
435,2970
436,1345
437,130
438,2761
439,3821
440,1301
441,798
442,1847
443,1388
444,1885
445,1119
446,1013
447,2057
448,743
449,2769
450,922
451,607
452,1322
453,3225
454,620
455,1845
456,552
457,846
458,3771
459,3248
460,217
461,181
462,2546
463,3272
464,1549
465,2882
466,2877
467,1417
468,403
469,1417
470,837
471,1709
472,151
473,73
474,265
475,0
476,935
477,1746
478,1090
479,0
480,492
481,2479
482,746
483,438
484,3298
485,1012
486,2191
487,381
488,2781
489,1324
490,1745
491,1342
492,433
493,1366
494,1271
495,1239
496,182
497,213
498,2116
499,728
500,1127
501,2425
502,3021
503,146
504,2739
505,3801
506,742
507,2831
508,2760
509,0
510,2817
511,433
512,556
513,1398
514,2792
515,2505
516,2798
517,277
518,3496
519,608
520,0
521,317
522,218
523,3581
524,3063
525,2934
526,256
527,2427
528,670
529,3830
530,200
531,512
532,3184
533,2670
534,3644
535,686
536,412
537,1000
538,3855
539,1160
540,1442
541,468
542,343
543,2272
544,1549
545,0
546,608
547,75
548,648
549,1419
550,146
551,2503
552,456
553,3294
554,484
555,589
556,512
557,0
558,414
559,1931
560,310
561,238
562,1385
563,1295
564,1979
565,2926
566,217
567,229
568,214
569,319
570,1230
571,0
572,0
573,2525
