134,2687,0,1
135,3673,0,0
136,877,1,0
137,715,0,0
138,2512,0,0
139,658,1,1
140,1253,0,1
141,1940,0,0
142,3257,0,0
143,881,0,0
145,2926,0,1
146,503,1,0
147,2111,0,0
148,3639,1,1
149,1445,0,0
150,172,0,1
151,3775,0,0
152,1039,1,0
153,2944,0,0
154,355,0,0
155,1059,1,0
156,2748,0,0
157,513,0,1
158,236,0,0
159,2979,1,0
161,1097,1,0
162,532,0,0
164,237,0,0
142,165,0,0
167,842,0,0
107,168,0,0
169,1872,0,1
170,247,0,1
171,329,0,0
173,3549,1,0
174,217,0,0
175,3536,0,0
176,191,0,1
178,461,0,0
179,220,1,0
21,180,1,0
181,461,0,0
182,496,1,1
183,1619,0,1
184,1339,0,0
185,1209,1,0
186,495,1,0
149,187,0,1
189,1470,0,0
190,853,0,0
191,1851,0,0
192,3251,1,0
193,1246,1,0
194,2349,1,0
195,1400,0,0
196,3694,1,1
197,324,1,1
199,1229,0,1
200,3845,1,0
201,880,0,0
202,244,1,0
203,1625,1,1
204,255,0,0
66,205,1,0
206,861,1,0
207,3388,0,0
172,208,0,0
209,1937,0,1
210,713,1,0
211,496,0,0
212,3087,0,1
213,968,0,1
214,568,1,0
215,2576,0,0
216,785,0,0
217,460,1,0
218,3088,0,0
219,3212,0,0
145,222,0,0
62,223,0,1
224,594,1,0
201,225,0,0
226,2711,0,1
227,3343,0,1
228,3295,1,0
229,3042,1,1
230,3365,0,0
231,1566,0,1
232,2527,0,0
233,3727,0,0
234,1181,0,1
235,636,1,0
236,252,0,1
238,1549,1,0
239,735,0,1
240,1090,0,0
183,241,0,1
64,242,0,0
235,243,1,0
245,2519,0,0
246,2262,0,0
247,1771,0,0
232,248,0,1
249,784,0,1
250,1934,0,0
251,3241,1,1
253,1243,0,0
254,2412,1,0
256,526,0,1
257,3798,1,0
258,1492,1,0
259,3487,1,0
260,910,0,1
261,1631,1,0
262,485,0,1
263,2121,0,0
265,1556,1,0
266,1217,1,1
267,2462,1,1
268,2740,0,0
269,1199,1,1
270,647,1,0
271,3561,0,1
272,2737,0,0
273,1243,1,0
274,2503,0,0
275,2116,0,0
276,1449,1,0
277,517,0,0
278,762,0,0
279,3638,1,0
280,2512,0,0
281,590,1,0
282,829,1,1
283,2522,0,0
84,284,0,0
34,285,0,0
287,1796,0,0
288,1198,0,0
289,2262,1,0
129,290,1,0
292,3150,0,0
1,293,0,0
295,1342,0,0
296,469,1,0
298,3166,0,0
299,834,0,0
300,858,0,0
297,301,1,0
302,1697,0,0
303,3621,0,1
305,3108,0,0
306,1767,0,0
307,1573,1,0
308,739,1,1
310,560,1,0
311,2423,0,0
312,1830,1,0
313,1412,0,0
314,2763,1,0
315,1710,1,1
316,2496,1,1
317,2048,0,0
318,2815,1,0
319,569,0,0
320,1095,0,0
321,2242,0,0
322,560,0,0
323,1482,0,0
324,1811,0,0
151,325,0,0
80,326,0,0
329,3225,0,0
330,3399,0,0
331,1743,1,0
332,2116,1,0
334,1506,0,0
335,637,0,0
336,2989,0,0
337,441,1,1
338,695,0,0
339,1185,1,1
340,1788,0,0
341,3081,0,1
342,2029,0,0
343,1458,0,0
344,1217,0,0
345,1916,1,0
346,2390,0,0
70,347,0,0
348,743,0,0
349,924,1,1
350,2530,0,0
351,1387,0,0
352,367,1,0
127,353,0,0
354,3086,0,0
355,3086,0,0
356,2017,0,0
357,2712,0,0
359,3055,0,0
360,2438,1,1
361,3514,0,0
362,985,0,1
363,1539,1,0
364,1275,0,0
365,2938,0,0
366,3499,0,0
368,3328,0,0
369,963,0,0
370,3611,0,0
372,1501,1,0
373,3647,1,1
374,1333,1,0
375,558,1,0
376,3020,1,0
377,1063,1,0
331,378,0,0
379,2561,0,0
380,3747,0,1
281,381,1,0
382,3071,0,0
383,2743,0,1
384,3270,1,0
385,2920,1,0
386,1570,1,0
387,741,1,0
388,758,1,1
389,893,0,0
390,1324,1,0
391,2843,1,0
392,581,0,0
393,3613,0,0
395,1485,0,0
396,3713,0,0
397,1111,0,1
398,1235,0,0
400,1338,0,0
401,3412,1,0
402,1190,1,0
403,468,0,0
5,404,0,0
405,3758,0,0
406,2088,0,0
407,2537,0,1
408,2706,0,0
409,1225,0,1
410,669,0,0
411,524,1,0
412,718,0,0
413,3262,0,0
414,1230,0,0
415,446,1,1
416,1686,0,0
417,3419,0,0
418,1120,0,1
419,2550,0,0
420,2577,0,0
421,763,0,0
422,2548,0,0
314,423,1,0
424,1766,0,1
425,2849,0,0
426,574,0,0
427,3514,0,0
428,1192,0,0
271,429,0,0
430,2687,0,1
431,888,1,0
432,2427,1,0
433,492,0,0
434,3086,0,0
435,2970,1,0
436,1345,0,1
438,2761,0,0
439,3821,0,0
440,1301,0,0
441,798,1,0
442,1847,0,0
443,1388,0,0
444,1885,1,0
445,1119,1,0
446,1013,1,0
447,2057,0,0
448,743,0,0
449,2769,1,1
450,922,1,0
451,607,0,0
452,1322,0,0
453,3225,0,0
454,620,0,0
455,1845,0,0
456,552,0,0
457,846,0,1
458,3771,0,0
459,3248,1,0
462,2546,0,0
463,1687,0,0
464,1549,1,0
465,2882,0,0
466,2877,0,1
467,1417,1,0
469,1417,0,0
470,837,1,1
471,1709,0,1
151,472,0,1
73,473,1,0
265,474,0,0
476,935,0,0
477,1746,0,0
478,1090,0,0
480,492,0,0
481,2479,0,1
482,746,0,0
438,483,0,0
484,3298,0,1
485,1012,1,0
486,2191,1,0
381,487,0,0
488,2781,0,0
489,1324,0,0
490,1745,0,0
491,1342,0,1
493,1366,0,0
494,1271,0,0
495,1239,0,0
213,497,0,0
498,2116,1,0
499,728,0,1
500,1127,1,0
501,2425,0,0
502,3246,0,0
504,2739,0,0
505,3801,1,0
506,742,0,0
507,2831,0,1
508,2760,1,0
510,2817,1,0
511,3372,0,0
512,556,0,0
513,1398,0,0
514,2792,0,0
515,2505,0,0
516,2798,0,0
518,3496,1,1
519,608,0,0
521,837,0,0
218,522,0,0
523,3581,0,0
524,3063,0,0
525,660,0,0
527,2427,1,0
528,670,0,0
529,3830,1,0
200,530,1,1
512,531,0,0
532,3184,0,0
533,2670,1,0
534,3644,1,1
535,686,1,0
412,536,0,1
537,1000,1,0
538,3855,0,0
539,1160,0,0
540,1442,0,0
468,541,0,0
343,542,0,0
543,2272,0,0
544,1549,0,1
546,608,0,0
548,648,0,0
549,1419,1,0
146,550,0,0
551,2503,0,0
553,3294,0,0
484,554,1,1
555,589,1,1
414,558,1,0
559,1931,1,0
238,561,0,1
562,1385,0,0
563,1295,0,0
564,1979,0,0
565,2926,0,0
217,566,1,0
229,567,1,0
570,1230,0,0
573,718,0,0
574,923,0,1
575,1134,0,0
576,1482,0,0
577,1118,0,0
578,2576,0,0
579,3092,0,0
580,1806,0,0
581,1231,0,0
582,3505,1,0
583,718,0,0
584,1709,0,0
143,585,1,0
586,1709,0,1
580,587,0,0
591,1030,0,0
592,1301,0,0
593,1921,0,0
594,869,0,0
595,1658,1,1
596,3100,1,0
597,1336,0,0
598,1874,0,0
339,599,1,1
600,3010,0,0
601,634,0,0
602,2251,0,0
603,782,0,0
604,3514,0,0
232,606,0,0
607,3307,0,1
609,2385,1,0
610,2604,0,0
611,3727,0,0
613,1532,0,0
614,1922,0,0
48,615,0,0
616,2310,0,0
436,617,0,1
618,2191,0,0
619,1373,1,0
620,2277,0,0
207,621,0,0
622,2613,0,0
624,1097,0,0
625,715,0,0
474,626,0,1
627,1467,1,1
628,2096,1,1
629,3023,1,0
559,630,0,0
631,1505,0,0
632,1412,0,1
633,3621,0,1
636,2959,1,0
637,1709,0,0
345,638,1,0
209,639,0,0
640,2058,1,0
641,3439,0,0
642,837,1,1
643,1342,0,0
644,2815,0,1
645,1433,1,0
646,1144,1,0
649,1204,0,0
650,2250,0,0
651,775,0,1
652,1397,0,0
206,653,1,0
654,2903,0,0
655,3122,0,0
656,1400,0,0
657,3621,1,1
658,1369,0,0
659,2712,0,0
662,3057,0,0
663,1345,0,1
664,3081,0,1
665,2841,0,0
666,1179,0,0
667,883,1,0
505,668,1,0
669,1037,0,0
670,1673,0,0
671,3319,0,0
549,672,1,1
673,2770,0,0
674,3307,0,1
675,3252,0,0
676,1807,0,0
677,960,1,0
678,3784,0,1
679,1681,1,0
680,2816,0,0
681,2012,0,0
682,3478,0,0
683,2582,1,0
684,3556,0,0
687,722,0,0
688,1436,0,1
689,980,1,1
690,2277,0,0
691,772,0,0
692,1287,0,0
693,1438,0,0
694,1969,0,0
210,696,1,0
697,2425,0,0
698,2919,1,0
699,1417,0,0
592,700,0,0
701,1475,0,0
702,1021,0,0
703,1845,0,0
704,3301,1,0
705,3351,1,0
706,1827,1,1
707,2709,1,0
708,3143,0,0
709,2913,0,0
346,710,0,1
711,1565,1,0
714,2446,0,0
716,1417,0,0
717,1289,0,0
719,1918,0,0
720,1648,0,1
721,1962,0,0
723,2195,0,0
134,724,0,1
725,2811,0,0
726,2665,0,0
729,2575,0,0
730,1217,1,1
731,1289,1,0
304,732,0,1
733,3143,0,0
734,2252,0,0
735,2563,1,1
445,736,1,1
737,2732,0,0
738,2892,0,0
739,3269,0,1
708,740,0,0
741,2846,0,0
738,744,0,0
745,2226,1,1
746,2601,0,1
747,2921,0,1
748,1330,0,0
749,2735,0,1
750,1206,0,0
752,3262,1,0
753,1090,1,0
754,2980,0,0
755,871,0,0
441,756,1,0
757,1419,0,0
758,3404,1,0
759,3365,0,0
760,3262,0,0
761,2688,0,0
355,762,0,0
763,3564,0,0
764,2528,0,0
737,765,0,0
766,1882,1,0
440,768,0,0
769,2103,1,0
770,1562,0,1
401,771,1,0
772,3367,0,0
773,2727,0,0
774,3787,0,0
579,776,0,1
777,1333,0,0
778,856,0,1
779,1106,0,1
780,1125,1,0
781,883,0,1
782,1740,0,0
783,1791,0,0
784,1709,1,1
785,1520,0,0
214,786,0,1
787,3731,0,0
788,1271,0,0
789,2561,1,0
790,1650,0,0
791,2845,0,0
792,3797,0,0
793,1058,0,0
794,1328,1,0
795,912,0,0
295,797,0,1
799,1706,1,0
802,1316,0,0
803,1555,0,0
804,2568,0,0
805,1506,1,0
806,3241,0,0
807,3310,0,0
808,1520,0,0
809,3439,0,0
810,2641,1,0
440,811,0,0
812,1020,0,0
814,2845,1,1
815,2533,0,0
816,2536,0,0
817,2093,0,0
818,1680,1,0
819,1336,0,0
820,2952,0,0
593,821,0,0
822,1775,0,1
823,2633,0,0
235,824,1,0
825,1671,0,0
826,3697,0,0
370,827,0,0
829,2474,1,1
830,2874,0,0
831,3651,0,0
832,1766,0,1
833,2116,0,0
834,1413,0,0
835,2479,1,0
836,3154,0,1
396,837,0,0
838,2346,1,0
839,3772,0,1
840,2852,0,0
841,3071,0,0
844,1363,0,0
453,845,0,0
847,1986,0,0
848,3680,0,0
829,849,1,0
575,850,0,0
851,983,0,0
852,3513,0,0
853,981,0,0
854,1159,1,0
856,1922,1,0
857,2512,0,0
406,858,0,0
860,3609,0,0
862,3860,1,0
863,938,0,0
864,3184,1,0
865,1134,1,0
866,2157,0,0
788,867,0,0
868,1922,0,0
870,937,0,0
872,3058,0,0
874,3545,0,1
876,2543,0,0
681,877,0,0
878,2446,1,0
879,2479,0,0
875,882,0,0
883,3294,0,0
884,1479,0,0
541,885,0,0
164,887,0,1
888,2013,0,0
871,889,0,0
763,890,0,0
891,2938,0,0
892,1800,1,0
894,3440,0,0
895,2551,1,0
896,2292,0,0
897,1636,0,1
898,1139,1,0
599,899,1,0
902,2832,0,0
903,2842,0,0
905,2854,0,0
906,1329,0,0
907,1726,1,0
320,909,0,0
910,1438,0,0
911,1916,1,0
912,1811,0,0
913,3191,0,0
914,2006,1,0
915,1519,1,0
916,2050,0,1
917,1439,0,0
918,1771,0,0
919,1673,0,0
921,3777,0,0
922,3563,0,0
925,1318,0,1
926,1346,1,0
927,1921,1,0
928,3539,0,0
929,2882,0,0
930,3188,0,0
931,3538,0,0
932,3687,0,0
933,1779,1,0
934,1274,0,0
935,2739,0,0
937,2619,1,0
938,1753,1,0
939,1037,0,1
940,1888,0,0
941,1394,0,0
942,1835,0,1
943,3529,0,0
944,1620,0,0
945,1205,0,1
948,1237,1,0
492,949,0,0
950,2464,0,0
672,951,1,0
952,3403,0,0
789,953,1,1
954,3419,1,0
955,2436,0,0
956,986,0,0
755,957,0,0
4,959,0,0
960,1037,1,1
961,2563,1,0
206,962,1,0
424,964,0,0
968,3860,1,0
969,1551,0,0
107,970,0,0
971,3634,1,0
972,3617,0,0
214,973,0,0
974,3504,0,1
975,3201,0,1
976,1493,0,0
977,1911,0,0
978,1322,0,0
794,979,1,0
981,1212,0,0
982,994,1,0
687,983,0,0
984,3481,1,0
986,1120,1,1
988,3368,0,0
989,3111,0,0
990,1811,1,0
213,991,0,0
984,992,0,0
993,3830,1,1
994,2358,0,0
995,2203,0,0
996,1299,0,0
997,2524,0,0
999,1015,1,1
1000,1405,0,0
1001,2177,0,1
1002,1575,0,0
167,1004,0,0
513,1006,1,1
1007,3821,0,0
1008,3601,0,0
1009,1191,0,0
1010,3065,0,0
1011,2817,0,0
1012,3058,0,0
1013,2448,0,0
148,1014,1,0
1016,1534,0,0
1017,2719,1,1
1018,3444,1,0
1019,1405,1,1
1021,1369,0,1
613,1022,1,0
1023,3252,0,0
1020,1024,0,0
1025,1145,0,0
1026,2639,0,0
1027,1383,0,0
55,1028,1,0
1029,1051,0,0
1031,3289,0,0
1032,1402,0,0
1033,1326,1,0
1034,2116,0,0
508,1035,0,1
1036,3024,0,0
1037,1196,1,0
1038,2702,0,0
1039,1440,0,0
1040,3282,1,0
959,1041,0,0
1042,2219,0,1
1043,2627,1,0
1044,1559,1,0
1045,1444,1,0
1046,1185,1,1
1047,3376,0,0
1048,2090,0,0
1049,1370,1,0
1050,1803,0,1
1051,3240,0,0
1052,1170,1,0
782,1054,0,0
1055,2966,1,0
1056,1069,0,0
1057,1322,0,0
1058,1324,0,0
1060,3540,0,0
1061,1590,1,0
1062,2915,0,1
1064,1416,0,0
1065,2765,0,0
1066,3689,0,0
1067,3851,0,0
1068,3300,0,0
1070,3529,0,0
1071,2313,1,0
1072,1620,0,0
1073,3507,0,0
1074,1916,0,0
1075,3424,0,0
525,1076,0,0
1077,1188,0,0
1078,1660,0,1
73,1079,1,1
1080,1695,0,1
1081,1225,1,1
1082,2532,0,0
1083,2737,0,0
1084,1355,0,1
1039,1085,0,0
1086,1571,0,1
1087,2837,1,0
1088,1341,0,0
1089,1209,1,1
1090,1998,0,0
1091,2695,1,0
1092,2477,0,0
1094,2926,0,0
1096,1238,1,0
1097,2321,0,0
1098,1394,1,0
1099,2540,0,0
1100,2792,0,0
1101,1661,1,0
674,1102,0,0
1103,2698,0,1
1104,3351,0,1
991,1105,0,0
1106,2544,1,1
1107,1345,0,1
1108,3424,1,1
1109,2899,1,0
654,1110,0,0
1111,2804,0,0
1112,1803,1,0
1113,3792,0,0
1114,1875,0,1
1115,2581,0,0
1116,2177,1,0
1117,3236,0,0
1120,2364,1,0
909,1121,0,0
300,1122,0,0
1123,2006,0,0
1124,2540,1,0
1127,1347,1,0
1128,1461,1,0
101,1129,0,1
1130,1343,1,0
1132,3051,0,0
1133,1829,1,0
1135,2448,0,0
1136,2262,1,0
1139,2369,0,0
551,1140,0,0
885,1141,0,0
1143,2552,1,0
1144,1538,0,0
1145,3286,0,0
409,1147,0,1
1148,3366,0,0
1149,1408,0,0
1150,2593,0,0
1151,2022,0,0
1153,1753,1,0
1155,2599,0,0
1156,3811,0,1
1157,3131,0,0
80,1158,0,0
1159,1277,0,1
1160,1188,0,0
1161,1484,1,0
1162,1430,0,0
1163,3809,1,0
885,1164,0,1
1165,2175,1,0
1166,3378,0,0
443,1167,0,1
1168,2740,1,0
236,1169,0,1
1171,3071,0,0
1172,1391,0,0
302,1173,0,0
1174,3075,0,0
206,1175,1,0
1176,2426,0,0
1177,2651,0,0
1178,3850,1,1
1179,1789,1,0
1021,1180,0,0
1181,2330,1,0
1182,2856,1,1
1183,3298,0,0
283,1184,0,0
1186,1830,0,0
425,1187,1,0
1189,3611,1,0
1193,3003,0,1
1194,1538,1,1
1195,1343,0,0
1198,1251,0,0
1033,1199,0,0
808,1200,0,0
1201,3308,0,1
575,1202,0,0
1203,3413,0,1
1204,1473,0,0
1207,1858,0,0
900,1208,0,0
1209,1685,1,0
1210,1768,0,1
1213,1481,0,0
1214,1378,0,0
1215,1797,0,0
551,1216,0,0
1218,3054,0,0
1219,3094,0,0
1221,1357,0,1
1222,1858,0,0
1223,2843,0,1
149,1224,0,0
214,1226,0,1
1227,1357,0,0
1229,2973,1,0
1113,1230,0,0
1037,1233,0,0
1234,3709,1,1
707,1235,1,0
795,1236,0,1
1237,3550,0,0
1238,3296,0,0
1240,1413,0,1
971,1241,0,0
495,1242,0,0
1244,3063,0,0
1245,3786,1,1
1246,3001,0,0
1247,1856,1,0
484,1248,1,0
1249,2782,1,0
1250,2649,1,0
1252,1282,1,0
396,1253,0,1
1254,1624,1,0
1086,1255,0,1
1256,2043,0,1
1257,1518,0,0
1258,2753,1,1
1013,1259,0,0
1260,2448,1,0
1261,2013,0,0
738,1263,0,0
1264,2546,1,0
1265,1324,1,0
1266,3177,0,0
1267,3466,0,0
1268,2557,0,0
1269,2543,0,0
1270,3844,0,0
941,1272,0,0
563,1273,0,0
1274,1300,0,0
1275,1776,1,1
1276,2426,1,0
1278,3597,0,0
1279,1519,0,0
1062,1280,0,0
1281,1563,0,0
1283,2292,1,0
1284,3799,0,0
1286,1450,0,0
1288,2188,1,0
1290,2503,1,1
1292,1924,1,0
1293,3572,0,0
1294,2891,0,1
1296,3096,1,0
1297,1335,0,0
1298,2195,1,0
1300,3023,0,0
562,1302,0,1
846,1303,0,1
1304,1326,0,1
1118,1305,1,0
25,1306,0,1
1015,1307,1,1
1308,3563,0,1
1310,3809,1,1
1311,2711,0,1
764,1312,0,0
1314,1505,1,0
1135,1315,0,1
1113,1316,0,0
1317,3184,1,0
148,1319,1,0
1321,1753,0,0
31,1323,0,0
1325,2823,0,0
971,1327,0,0
1329,3330,0,0
1331,2781,0,1
1332,2426,1,1
1308,1337,0,0
83,1338,0,0
1015,1340,1,0
27,1342,0,1
922,1344,0,0
188,1348,0,0
226,1349,0,0
497,1351,0,1
1353,2772,0,0
386,1354,1,0
956,1356,0,0
1358,3086,0,0
1360,2536,0,1
1361,2226,0,0
777,1362,0,0
1363,1411,0,0
1364,3189,0,0
1365,1661,0,0
1094,1366,0,0
1367,2638,1,1
1371,3612,1,0
172,1372,0,0
1373,1480,0,0
1375,3250,0,0
897,1376,0,0
1343,1377,0,0
837,1379,0,0
1380,2026,0,0
1381,1494,0,0
1382,2226,1,1
1384,1718,0,0
1386,1891,0,0
1389,3809,0,1
1390,2748,0,0
1392,2641,0,0
1395,3828,0,0
1396,2888,0,0
1399,3841,0,1
580,1401,0,0
1258,1403,0,0
1404,2410,0,1
1406,3634,0,0
1407,1457,1,0
1409,3757,1,1
1214,1410,0,0
1411,3444,0,0
938,1414,1,0
1415,3502,1,0
1418,3241,0,0
1307,1420,0,0
594,1421,0,0
1422,3495,0,0
1424,3666,0,0
1426,1606,1,0
1373,1427,1,0
1429,3044,0,0
1431,2519,0,0
1433,2215,0,0
1434,3127,1,1
673,1435,1,0
1437,3640,1,0
699,1440,0,0
1441,1736,0,0
880,1442,0,0
818,1443,0,0
32,1444,0,0
1446,3289,0,0
84,1447,0,0
1448,3087,0,1
1451,3750,0,0
1452,2546,0,1
1358,1453,0,1
1454,2622,1,0
1455,1719,0,0
1456,3399,0,0
1459,1776,0,1
1460,2465,0,0
1316,1462,0,0
1463,3551,0,0
1464,2655,0,0
1364,1465,0,1
207,1466,0,0
196,1467,1,0
1468,2809,1,0
1469,2493,0,0
1470,3559,0,0
1417,1471,0,0
1286,1472,0,0
413,1475,0,0
1476,2656,1,0
1477,1900,0,0
817,1478,0,0
132,1481,0,0
954,1483,1,0
1486,2401,0,0
153,1487,1,1
1488,1632,0,0
708,1489,0,1
1289,1490,0,1
1491,2368,0,0
1495,2654,1,0
39,1496,0,1
3,1497,0,0
789,1498,1,0
1500,3350,0,0
1501,1772,0,1
1,1502,0,0
1282,1503,0,0
1504,1686,1,0
1505,2426,0,0
1506,1772,1,1
1507,3700,0,0
1508,2846,1,0
1074,1509,0,0
1002,1510,0,0
1114,1511,0,1
1315,1512,0,0
1513,1757,0,0
1514,3461,0,0
1515,1894,1,0
1069,1516,0,0
1517,2214,0,0
1518,3730,0,0
1198,1521,0,0
230,1522,0,0
808,1523,0,0
1316,1524,0,0
1525,2187,0,0
55,1527,1,1
594,1528,0,0
95,1529,0,0
417,1530,1,1
1532,1639,0,1
1533,1681,0,0
692,1535,0,1
654,1536,0,1
878,1537,1,0
1539,3271,0,1
410,1540,0,0
1316,1542,0,0
965,1543,1,1
159,1544,1,0
1545,1863,0,0
1314,1546,1,0
1548,2157,0,0
763,1550,0,0
1551,2425,0,0
793,1553,1,0
592,1555,0,0
692,1558,0,0
1560,3778,1,1
1561,2009,0,0
1068,1564,0,0
707,1567,1,0
62,1568,0,0
422,1569,0,1
879,1570,0,0
620,1572,0,0
703,1573,0,0
1574,3019,0,0
1576,3274,0,0
1577,3211,0,0
1579,3091,0,1
1580,1901,0,0
1581,3467,0,1
1582,1747,0,0
1584,1868,0,0
1585,3591,1,0
1242,1586,1,0
1587,3544,0,0
1588,2792,0,0
1591,1803,0,0
1592,3240,0,0
104,1593,1,0
1594,3795,0,0
1595,3582,1,0
1596,2556,0,0
1597,2812,0,0
1598,2912,0,0
1599,1891,0,0
146,1600,0,1
1601,1687,1,0
565,1602,0,0
1603,3766,1,0
1604,3331,0,1
1605,3086,0,0
1606,3516,0,0
1607,2483,0,0
1608,2891,1,0
1609,3101,0,1
1610,2208,0,0
1611,2753,1,1
1612,2448,0,0
1613,2519,1,0
1614,1616,1,0
1615,3636,0,0
1616,2296,1,0
1617,3341,0,0
1618,1894,0,0
3,1621,0,0
351,1622,1,0
1623,3693,0,1
1625,3717,1,0
1626,3721,1,0
1627,3245,0,0
1628,2086,0,0
1629,2007,0,0
365,1630,0,0
1631,3508,0,0
1632,2969,0,0
1634,2496,1,0
365,1635,0,0
1637,2708,0,1
1638,3753,1,1
1639,1774,0,0
1548,1640,0,0
1641,1726,0,0
1642,2680,1,0
5,1643,0,0
1644,2115,0,0
1645,2006,0,0
1646,1927,1,0
1647,2368,0,0
1648,3654,1,0
1649,2773,0,1
1495,1650,0,0
257,1651,1,0
1044,1652,1,0
1653,2574,0,0
1654,1929,1,1
1655,3813,0,0
1656,1761,1,1
1657,2805,0,1
88,1658,0,0
1659,3469,0,0
1660,3412,1,0
1661,2063,0,0
1662,3081,0,1
1663,2718,0,1
1664,3100,0,1
298,1665,0,1
1666,3020,0,0
1667,3828,0,0
1668,2283,0,0
728,1669,1,0
1670,2482,1,0
467,1671,1,1
1672,3758,1,0
1674,3025,0,0
684,1675,0,0
568,1676,0,0
1677,3500,1,0
1678,3371,1,0
1679,2315,1,1
1680,1722,0,1
1682,2007,0,0
1683,2623,0,0
1684,3444,0,0
1688,1984,1,0
1689,2917,1,0
1690,1927,1,0
1691,3472,0,0
1323,1692,1,0
1693,1889,0,1
1694,1755,0,1
1695,3289,1,0
1696,2642,0,0
1697,2486,0,0
1698,2324,1,0
1664,1699,0,0
1701,2977,1,0
931,1703,0,0
1704,1859,0,0
1029,1705,0,0
1706,3411,0,0
1532,1707,0,1
1708,3165,0,0
152,1711,0,1
1579,1712,1,1
1713,2332,0,1
1714,2890,0,0
719,1715,0,1
1717,3276,0,0
80,1718,0,0
1719,3029,0,1
1720,1961,0,0
1721,2865,1,0
1722,2448,1,0
1724,2343,0,0
1417,1725,0,0
1727,3301,0,0
1728,3235,1,0
1729,3122,0,0
1730,3016,1,1
1731,1838,1,1
1732,3590,0,0
1734,2873,1,0
1735,3799,0,0
1736,2512,0,0
1737,2866,1,0
1738,2153,1,0
1739,2285,0,0
1741,1781,0,0
1743,3365,0,0
1744,2933,0,0
1745,2852,0,0
1746,2953,1,0
1748,2052,1,0
1749,3604,0,1
1422,1750,0,0
1751,2631,0,0
1752,3561,0,0
1753,3101,0,1
1754,3641,0,0
1755,2834,1,1
1756,2587,1,0
1757,2548,0,0
1758,3081,0,1
1759,1853,0,0
935,1760,1,0
55,1762,1,0
1763,2581,0,0
1606,1764,0,0
1765,3261,1,0
1767,3187,1,0
1013,1768,0,1
1769,3183,0,0
1770,1973,0,1
968,1772,1,0
918,1773,0,0
1774,2885,0,0
1775,2825,0,0
1135,1776,0,1
1777,3180,0,0
1778,3351,1,1
1779,3463,0,0
1780,3229,0,0
1782,2500,0,1
1784,3401,1,0
1785,2679,0,0
1786,3477,0,0
615,1787,0,0
1788,2959,0,0
1789,2109,0,0
1444,1790,0,0
1791,3583,0,0
1532,1792,0,0
1793,2250,1,0
875,1794,0,1
1795,3564,0,0
1798,3332,1,1
1799,3834,1,0
1800,3672,0,1
1801,3112,0,0
1802,3612,0,0
1550,1804,0,0
1311,1806,1,1
1808,3678,0,0
1809,1934,0,0
1810,2947,1,0
1812,3185,1,0
1813,2522,1,0
254,1814,1,0
1815,1923,0,0
1816,2207,0,1
1817,1960,0,0
68,1818,0,0
1345,1819,1,1
1820,3280,0,1
1821,3425,1,0
943,1822,0,0
1823,2755,1,0
1643,1824,0,0
1181,1825,1,0
1826,1936,1,0
1828,3340,1,0
1830,3294,0,0
1831,2551,0,0
1832,2276,0,1
456,1833,0,0
218,1836,0,0
1837,2863,0,0
1840,3120,0,0
1841,2519,0,0
1842,1976,0,0
731,1843,1,0
290,1844,0,0
145,1845,0,0
