54,32,11,8,14,7,42,55,30,18,5,-6,36,31,6,0,0
55,17,44,7,18,5,31,11,30,61,5,11,48,20,9,0,0
56,22,25,11,20,20,46,36,0,27,10,-3,37,12,6,4,0
57,40,12,11,15,22,26,37,-15,16,10,-2,41,28,6,4,0
58,27,21,20,13,7,16,15,15,48,13,0,29,16,6,4,0
59,26,11,7,21,14,32,57,0,20,5,3,59,23,6,0,0
60,23,18,14,16,16,39,27,0,21,10,0,11,23,6,0,0
61,47,26,26,8,25,37,17,0,36,14,2,17,9,6,0,0
62,28,11,9,13,7,28,37,30,36,6,9,30,13,6,0,0
63,41,25,20,8,21,34,36,30,24,10,2,32,29,6,4,0
64,20,-2,15,11,15,37,40,-30,18,2,-12,39,35,6,0,0
65,4,3,20,10,16,46,33,15,48,5,-4,19,17,6,0,0
66,39,12,-2,30,29,14,58,15,48,2,-1,35,31,6,4,0
67,38,47,10,20,20,27,36,0,18,11,2,54,23,6,0,0
68,21,20,17,26,13,29,48,-15,34,0,2,69,16,6,0,0
69,34,37,3,20,17,40,39,30,23,7,3,39,30,6,0,0
70,9,31,16,10,17,49,18,15,40,3,-2,38,23,6,0,0
71,50,13,6,20,16,43,42,0,19,6,-7,46,31,6,0,0
72,6,-4,12,19,-8,26,46,-30,42,2,0,62,25,6,0,0
73,47,38,6,20,24,23,41,15,17,8,-6,25,24,6,4,0
74,20,12,12,9,7,26,29,30,64,5,9,41,17,6,2,0
75,-15,-5,21,12,15,55,24,15,75,1,-11,11,21,6,0,0
76,-2,6,20,8,9,37,24,-30,94,0,-4,23,6,6,0,0
77,29,12,-7,16,16,37,21,0,52,7,6,13,23,6,0,0
78,17,8,12,18,14,42,24,15,7,13,4,46,12,6,4,0
79,31,4,11,18,25,13,36,15,60,5,-4,32,17,6,0,0
80,39,15,1,22,15,32,61,30,17,4,-2,75,28,6,0,0
81,33,4,11,9,22,34,23,30,54,4,5,21,15,6,0,0
82,31,14,1,22,8,27,52,30,7,13,1,39,20,6,0,0
83,8,16,11,5,18,14,28,15,52,6,18,41,7,12,0,0
84,13,27,25,13,15,24,32,-30,3,12,-3,19,19,6,2,0
85,15,22,19,16,6,55,24,0,33,3,-5,34,21,6,0,0
86,18,14,10,19,10,26,37,15,26,12,2,50,18,0,2,0
87,16,10,10,14,9,34,27,30,73,3,7,14,6,0,2,0
88,33,16,7,25,2,55,46,15,22,10,-11,60,26,6,0,0
89,33,25,7,19,13,9,53,0,20,4,1,41,23,6,0,0
90,36,-4,0,19,22,17,61,0,10,10,-15,56,17,6,0,0
91,6,22,19,20,6,35,22,-30,67,2,-2,31,15,6,0,0
92,31,12,2,17,20,31,44,0,14,9,0,38,29,9,2,0
93,47,25,8,16,10,13,59,15,21,10,4,57,24,0,2,0
94,14,13,12,11,16,66,33,15,24,5,0,23,32,6,0,0
95,21,-2,-2,26,19,39,44,-15,15,13,-9,46,30,6,0,0
96,30,48,-1,26,11,39,48,15,41,4,3,47,27,0,2,0
97,15,27,14,15,15,54,30,15,45,6,-5,26,14,6,4,0
98,14,39,14,13,15,9,48,-15,35,2,5,46,16,6,0,0
99,34,30,16,15,17,34,34,15,25,10,3,43,13,6,0,0
100,46,-3,0,17,22,20,43,0,28,7,2,38,23,9,4,0
101,8,22,4,16,7,32,8,30,76,5,8,35,10,6,0,0
102,25,-20,8,16,16,52,50,15,44,8,-5,19,25,9,0,0
103,48,13,3,22,16,24,58,15,20,8,-1,44,40,6,0,0
104,50,12,-6,25,22,42,37,30,16,11,8,23,24,6,2,0
105,24,19,10,24,7,39,27,-15,51,5,0,29,20,6,0,0
106,12,35,12,8,14,15,24,0,84,2,11,12,18,9,0,0
107,17,16,-2,15,27,38,40,-15,36,7,-1,34,19,12,0,0
108,38,34,-3,22,22,27,59,30,40,3,0,45,17,6,0,0
109,6,20,22,5,16,46,11,30,50,1,-2,30,11,9,0,0
110,15,2,14,5,10,45,38,15,66,-2,-7,21,22,12,0,0
111,7,8,19,9,26,38,11,0,35,10,-1,0,14,0,2,0
112,30,8,12,12,19,38,25,15,34,7,4,15,18,6,2,0
113,31,15,3,15,24,26,31,0,8,10,0,52,18,0,2,0
114,13,1,13,12,17,40,20,0,47,16,0,0,22,6,2,0
115,21,9,8,18,27,32,47,15,27,3,-1,37,22,12,0,0
116,15,3,10,12,15,26,17,15,47,11,-3,27,17,6,0,0
117,29,15,0,25,13,32,49,30,22,2,-5,44,21,6,0,0
118,49,30,6,25,25,51,24,30,29,12,1,25,20,6,0,0
119,29,25,17,10,14,47,17,30,68,1,7,26,11,12,0,0
120,38,36,13,8,16,39,34,0,22,7,0,32,21,6,0,0
121,26,27,18,14,6,20,37,15,28,2,4,46,15,0,2,0
122,-1,-12,21,17,25,54,8,0,47,4,-5,15,18,9,0,0
123,37,-3,0,31,25,25,40,0,60,4,-9,31,25,6,4,0
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,30,5,-4,15,13,32,45,15,38,10,7,9,17,0,2,0
126,37,33,9,9,22,31,49,15,22,10,-4,7,23,9,0,0
127,37,11,12,27,8,13,59,-30,41,2,-2,53,19,9,0,0
128,12,-2,16,10,19,23,23,15,6,7,11,35,13,9,0,0
129,-20,16,16,13,15,34,28,30,56,5,5,16,18,9,0,0
130,30,15,7,30,28,22,32,15,56,6,3,31,20,12,0,0
131,12,17,10,16,26,28,27,15,51,0,6,27,12,12,0,0
132,25,12,14,19,20,27,37,-30,39,5,10,38,21,12,0,0
133,30,9,12,15,17,35,47,15,20,0,-9,68,27,9,0,0
134,31,43,15,22,23,20,29,15,40,1,12,25,13,6,0,0
135,9,5,-3,13,19,43,49,15,2,12,-7,14,27,12,0,0
136,12,28,17,18,12,32,17,30,75,7,1,4,23,9,4,0
137,39,20,14,22,7,14,47,15,31,8,-5,53,15,9,0,0
138,36,30,18,12,21,11,37,0,28,10,-1,52,24,12,0,0
139,23,1,14,21,15,47,24,0,66,0,-9,31,14,6,0,0
140,24,-1,0,19,25,40,54,-30,32,3,-7,32,36,12,0,0
141,24,7,-5,21,19,25,30,15,49,7,11,46,34,6,0,0
142,8,-7,18,12,3,42,37,0,9,2,-12,70,28,6,0,0
143,15,28,9,4,0,21,34,0,84,2,-3,19,14,6,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,43,18,17,11,17,36,21,-30,20,12,7,10,18,90,0,0
146,36,16,10,14,18,41,23,0,36,8,0,25,11,0,2,0
147,30,0,14,15,4,49,33,15,12,12,-7,21,21,6,0,0
148,21,0,7,28,-1,38,70,30,25,0,-4,82,22,6,0,0
149,24,17,2,17,8,23,69,15,44,1,-5,64,26,9,0,0
150,50,38,9,20,31,37,44,0,21,8,-3,35,37,6,0,0
151,16,9,20,10,0,54,28,15,82,0,-18,24,18,12,0,0
152,24,18,8,18,16,18,48,15,12,16,-4,54,19,9,0,0
153,16,22,18,4,11,40,12,-15,107,6,-5,10,22,12,0,0
154,5,15,18,6,25,43,12,-30,86,1,13,35,0,9,0,0
155,23,24,9,28,21,31,36,15,45,2,-8,37,20,12,0,0
156,-2,34,17,0,16,41,14,0,43,11,8,22,9,6,0,0
157,13,0,16,23,8,38,48,15,42,0,3,45,25,6,4,0
158,25,2,15,8,25,22,28,0,54,0,6,25,7,12,0,0
159,27,-9,11,18,17,58,15,15,50,5,-8,16,24,0,2,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,23,36,15,7,24,29,32,15,15,8,-3,51,18,9,0,0
162,22,24,20,12,16,12,27,0,40,8,8,32,17,0,2,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,23,1,15,9,10,55,27,-15,16,8,4,25,23,9,0,0
165,21,-14,9,5,7,30,47,30,15,7,-17,62,29,0,2,0
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,42,25,15,16,9,19,26,30,45,10,10,45,8,12,0,0
168,31,17,1,10,16,27,54,0,46,3,-1,36,11,6,0,0
169,20,1,21,16,18,22,43,30,58,2,0,48,11,9,0,0
170,35,25,8,16,6,31,54,-15,50,7,-2,44,23,12,0,0
171,15,-21,10,21,21,35,28,-30,64,4,-4,29,18,12,0,0
172,39,30,8,18,3,47,33,30,28,4,-7,25,25,0,2,0
173,16,1,34,8,18,27,23,0,70,0,1,27,5,9,0,0
174,43,17,20,16,13,23,42,15,13,8,4,53,15,0,2,0
175,36,23,20,18,22,29,44,15,17,3,2,62,18,9,0,0
176,20,1,14,24,17,18,30,30,89,2,0,38,12,9,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,34,29,6,14,10,46,44,15,47,5,0,37,18,6,0,0
179,23,31,26,10,2,45,37,15,23,1,-2,52,22,12,4,0
180,15,37,7,4,7,37,36,30,48,13,-1,34,10,9,0,0
181,0,38,26,10,0,52,30,30,34,1,4,42,11,12,4,0
182,3,16,32,2,10,52,12,-15,19,2,-2,33,9,6,0,0
183,11,5,23,17,35,45,15,0,21,5,9,41,7,6,0,0
184,21,-1,15,10,6,46,30,15,38,15,-6,26,22,90,2,0
185,35,22,6,17,10,40,62,30,23,4,-8,44,31,6,0,0
186,28,-3,14,21,4,29,67,30,41,2,3,61,30,6,2,0
187,29,9,4,22,14,34,50,15,47,4,-1,43,28,9,0,0
188,33,15,9,11,13,41,44,15,8,2,-8,55,31,9,0,0
189,28,14,10,21,18,29,28,0,65,1,-1,26,13,6,0,0
190,4,-17,22,9,7,58,12,0,65,5,-3,26,13,9,2,0
191,9,-12,8,24,15,29,40,30,60,4,0,32,22,9,0,0
192,24,-15,14,15,11,14,16,15,48,8,-4,24,16,0,2,0
193,11,21,12,9,23,34,25,15,37,9,8,32,20,12,0,0
194,30,-4,12,22,1,14,26,30,79,6,3,46,19,9,0,0
195,19,22,13,16,4,44,31,-15,14,9,-7,25,17,9,4,0
196,40,20,23,18,21,14,44,30,59,6,6,55,9,9,0,0
197,20,13,0,25,11,40,61,30,49,1,-1,56,26,9,4,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,44,36,27,11,18,9,29,15,18,4,6,58,11,6,0,0
200,37,44,27,17,-2,27,45,30,12,2,2,68,19,6,0,0
201,11,9,19,15,1,21,25,15,37,2,17,37,4,0,2,0
202,31,12,2,20,36,18,47,0,28,0,-5,48,21,9,0,0
203,49,12,0,16,7,44,61,15,23,1,-13,45,35,6,0,0
204,26,8,3,18,4,42,37,15,0,12,-5,22,24,0,2,0
205,25,12,-1,21,19,11,52,30,29,10,-2,52,23,9,0,0
206,13,0,11,13,21,7,45,30,6,6,-5,88,8,12,0,0
207,38,44,22,8,32,23,16,-30,27,9,11,37,10,6,0,0
208,18,39,5,25,3,35,45,15,23,5,-7,30,26,0,2,0
209,10,17,9,9,3,31,15,-30,59,6,8,7,2,0,2,0
210,45,17,21,5,5,28,33,15,0,8,-4,53,19,9,0,0
211,7,5,23,15,9,31,49,-15,47,0,-5,47,19,12,0,0
212,37,57,16,9,13,40,24,0,9,10,4,46,22,0,2,0
213,0,22,32,16,-1,50,55,15,29,0,-9,56,16,6,0,0
214,23,41,26,7,26,34,20,15,52,5,2,37,17,6,2,0
215,2,12,10,10,22,36,16,0,96,2,10,4,10,9,2,0
216,50,16,17,22,18,21,34,15,29,1,1,52,15,0,2,0
217,35,15,6,19,3,23,31,30,14,16,0,47,22,12,0,0
218,26,6,0,22,14,43,27,15,69,7,-1,0,20,0,2,0
219,18,-2,7,22,16,22,19,-30,28,8,4,51,8,6,0,0
220,28,-4,4,18,13,52,37,30,17,13,4,19,30,6,2,0
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,34,6,0,15,27,34,41,-15,21,14,5,20,17,9,0,0
223,13,0,17,13,15,29,35,15,31,3,7,45,14,9,0,0
224,37,11,8,13,2,43,41,15,42,5,0,47,24,6,0,0
225,6,-15,11,6,15,21,21,15,45,16,8,8,10,9,0,0
226,-2,-7,1,14,15,44,37,30,75,8,3,2,11,12,0,0
227,17,7,10,19,22,37,38,15,24,12,0,36,18,0,2,0
228,32,36,8,20,15,19,48,0,6,2,1,50,25,12,0,0
229,40,12,10,9,33,27,36,0,24,7,-9,25,20,9,0,0
230,12,41,25,16,24,29,38,0,25,3,-2,29,5,9,0,0
231,17,35,24,10,4,38,23,30,16,8,6,37,7,6,0,0
232,34,-1,7,20,31,41,40,15,55,3,-3,29,14,6,0,0
233,47,8,10,17,19,37,38,0,47,3,-4,42,26,9,0,0
234,20,24,28,11,11,24,33,0,31,7,5,33,22,9,0,0
235,3,0,24,9,7,57,17,-15,51,0,0,37,16,12,4,0
236,20,8,21,19,26,39,25,15,63,3,0,37,19,9,0,0
237,31,21,5,23,24,46,35,-15,39,6,-13,31,28,9,0,0
238,38,14,13,24,30,24,32,30,56,6,5,35,10,0,2,0
239,8,12,-6,18,22,27,19,15,55,11,12,11,15,12,0,0
240,4,9,2,10,19,34,38,-15,51,11,7,14,19,9,0,0
241,25,23,11,14,13,27,21,0,30,6,1,30,18,0,2,0
242,33,35,11,20,16,31,34,-30,30,9,-2,45,15,9,2,0
243,21,-5,9,19,3,38,39,-15,66,2,-5,29,14,9,0,0
244,25,11,10,17,19,20,49,30,11,8,-3,34,28,6,2,0
245,13,22,16,18,5,52,12,15,108,4,-1,13,16,6,0,0
246,11,-3,0,20,4,43,38,-15,33,3,-4,38,26,0,2,0
247,28,6,10,15,-1,44,36,-15,64,1,-1,36,26,9,0,0
248,23,-7,9,20,9,33,29,15,65,3,8,34,22,0,2,0
249,35,51,20,12,12,45,26,-15,28,6,-11,46,21,0,2,0
250,26,5,6,10,11,48,28,0,36,11,2,28,23,9,0,0
251,43,22,4,18,25,22,48,15,39,6,0,25,16,6,0,0
252,13,25,24,15,18,48,24,15,43,4,-7,21,17,9,0,0
253,-9,15,5,15,11,29,25,15,32,10,9,15,14,0,2,0
254,44,32,6,22,23,12,52,0,42,8,4,67,20,6,0,0
255,17,15,18,10,23,36,23,0,17,16,5,28,21,0,2,0
256,27,8,6,19,35,30,29,15,30,8,-1,29,19,0,2,0
257,10,18,26,10,7,65,23,0,31,4,0,41,18,0,2,0
258,34,14,2,19,14,34,23,0,62,0,-1,37,21,0,2,0
259,18,20,16,23,25,14,41,30,38,4,-4,32,21,6,0,0
260,28,-9,20,15,17,38,39,-15,53,5,-6,21,18,6,0,0
261,11,-4,18,17,10,40,32,30,50,3,5,33,19,9,0,0
262,23,10,19,11,11,42,42,15,17,8,1,52,19,6,0,0
263,33,10,9,14,35,20,32,-15,28,12,0,25,21,0,2,0
264,24,27,2,16,5,34,62,30,39,4,0,42,28,9,4,0
265,42,36,2,26,19,39,60,30,48,6,-9,46,22,12,0,0
266,15,13,10,22,12,36,39,0,10,7,0,49,11,0,2,0
267,33,4,6,16,17,38,36,0,23,10,3,23,25,6,0,0
268,28,1,15,16,14,18,44,15,14,8,-6,62,23,9,4,0
269,20,25,9,21,18,45,41,30,27,9,6,39,25,0,2,0
270,28,2,0,26,-5,43,75,30,12,4,-6,49,31,12,0,0
271,9,-4,15,17,13,16,45,0,23,2,-4,46,16,12,0,0
272,37,36,13,24,3,44,46,15,37,5,-5,44,28,6,0,0
273,26,21,13,12,22,38,40,30,43,5,-4,30,17,0,2,0
274,27,35,13,15,17,27,24,0,27,9,8,19,6,6,0,0
275,0,6,19,11,19,54,14,0,26,6,-5,21,22,6,0,0
276,12,-26,10,20,10,17,36,15,53,3,-11,21,18,0,2,0
277,17,14,39,5,9,44,16,15,30,0,-11,24,9,12,4,0
278,46,14,10,17,21,36,32,-30,29,12,7,36,22,12,0,0
279,9,5,5,20,22,37,50,0,52,12,-2,8,21,9,0,0
280,41,34,19,7,11,31,41,-15,21,11,0,49,21,6,0,0
281,-1,0,17,6,10,41,10,-15,60,8,2,4,6,9,0,0
282,19,20,20,11,6,33,0,15,88,8,11,8,6,0,2,0
283,7,-8,16,17,16,26,34,30,61,0,7,60,15,6,0,0
284,31,17,27,6,23,26,19,-30,27,10,6,31,17,0,2,0
285,37,32,13,17,17,32,12,-30,28,3,0,43,19,12,0,0
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,24,7,13,13,27,21,26,-30,21,6,-1,71,11,6,0,0
288,26,19,11,19,20,29,51,-30,33,6,5,44,21,6,2,0
289,18,-4,11,18,15,57,27,-30,89,3,-8,14,12,9,0,0
290,1,-5,4,14,0,53,22,15,59,11,8,14,24,9,4,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,21,22,17,22,22,15,36,-30,82,2,9,45,13,6,2,0
293,42,14,14,16,20,13,32,0,46,7,-2,35,11,0,2,0
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,24,24,13,15,15,28,29,15,43,5,-2,50,17,9,4,0
296,10,-10,10,22,24,15,49,-30,19,6,-7,31,19,9,0,0
297,36,38,1,16,13,22,48,15,42,6,10,47,18,0,2,0
298,17,19,14,19,2,42,38,0,68,10,-2,19,28,9,0,0
299,1,-5,17,18,10,34,38,15,61,3,-1,28,19,6,0,0
300,25,20,21,13,16,41,30,0,0,11,-1,42,25,9,0,0
301,41,28,4,22,13,22,43,15,20,6,2,65,33,0,2,0
302,11,-2,15,29,26,9,30,15,30,3,3,34,20,9,0,0
303,29,-2,3,19,15,35,46,-15,44,0,-4,30,26,6,0,0
304,0,-14,21,11,28,39,24,30,22,3,-22,23,21,9,0,0
305,32,16,2,32,31,17,39,15,20,9,2,54,21,9,4,0
306,34,57,22,22,15,29,45,30,22,5,7,37,7,0,2,0
307,28,14,6,18,0,31,60,0,43,6,-3,27,29,9,0,0
308,31,15,5,25,33,54,44,0,25,3,-4,28,31,6,4,0
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,39,19,0,23,28,29,40,30,28,7,-7,54,32,0,2,0
311,17,18,18,19,0,54,41,15,43,1,-2,42,21,12,0,0
312,39,15,9,16,12,27,38,30,7,6,-1,37,16,0,2,0
313,28,9,1,18,20,38,38,30,4,16,2,48,28,9,2,0
314,29,22,8,16,15,26,47,-15,5,11,0,62,20,9,0,0
315,6,35,16,18,12,50,32,0,30,9,-7,10,31,0,2,0
316,36,44,12,22,9,56,44,-30,9,5,-5,35,36,0,2,0
317,24,7,-9,20,12,49,50,0,23,11,1,37,44,9,0,0
318,16,1,13,18,20,37,40,30,52,3,-15,12,12,0,2,0
319,21,26,8,9,23,24,33,30,29,6,0,31,6,6,0,0
320,30,7,6,23,15,36,37,-15,30,12,-1,11,29,12,0,0
321,32,19,0,20,12,49,53,0,17,8,2,45,24,12,0,0
322,32,16,22,18,12,20,43,0,25,2,7,52,8,0,2,0
323,23,26,10,19,11,40,44,15,24,2,-4,64,21,6,4,0
324,36,19,14,35,29,32,49,30,43,2,3,60,15,12,0,0
325,13,27,18,22,10,59,25,30,63,1,-8,16,14,9,0,0
326,30,20,10,16,3,33,43,30,17,5,-4,51,17,12,0,0
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,20,9,21,12,23,26,7,0,11,11,1,29,7,6,4,0
329,6,6,13,21,15,17,35,0,59,2,-7,12,21,12,0,0
330,5,11,7,14,10,31,47,15,20,0,1,31,24,12,0,0
331,49,13,10,23,11,20,43,0,42,7,-6,36,19,12,0,0
332,-8,25,13,3,16,48,24,15,44,8,6,8,12,9,0,0
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,27,-4,4,22,26,26,48,30,12,14,0,42,21,0,2,0
335,18,12,12,13,20,37,40,0,17,7,-3,33,8,6,0,0
336,24,-1,7,16,9,25,67,15,25,0,-18,37,33,9,0,0
337,10,19,16,17,10,42,41,15,49,0,0,46,22,0,2,0
338,21,9,5,9,11,17,50,0,11,3,-2,34,19,12,0,0
339,20,21,22,18,3,53,49,15,65,-2,0,53,21,0,2,0
340,1,8,18,15,3,57,45,0,59,0,-6,27,17,12,4,0
341,27,9,5,11,15,37,52,30,7,8,-1,20,32,9,4,0
342,50,11,5,27,16,20,60,15,9,10,-2,64,26,6,4,0
343,31,20,2,23,1,30,64,15,54,0,1,55,25,9,0,0
344,29,-4,0,17,15,38,71,0,30,6,-13,66,24,6,0,0
345,0,-17,11,8,3,35,30,15,37,8,-2,13,25,12,2,0
346,27,4,-2,23,-6,36,68,0,37,5,-7,53,40,6,0,0
347,19,37,3,18,11,37,37,30,46,6,2,33,20,9,0,0
348,13,0,0,18,-4,53,43,15,46,8,2,38,29,6,0,0
349,22,21,-1,14,19,22,24,30,54,12,17,27,14,9,0,0
350,15,1,22,13,12,44,25,30,32,6,2,45,7,9,0,0
351,9,3,9,16,9,9,19,-15,28,4,-2,51,17,9,4,0
352,19,7,3,13,23,25,53,15,26,4,-4,40,18,6,0,0
353,41,29,0,17,12,20,45,-30,22,5,-7,38,16,6,0,0
354,12,11,27,16,15,23,21,-15,112,2,8,11,9,0,2,0
355,-13,49,17,8,23,42,25,-30,64,3,8,26,18,12,4,0
356,6,36,21,7,13,34,18,0,45,4,10,19,17,6,0,0
357,44,1,2,22,7,21,71,0,3,13,-15,68,23,9,0,0
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,44,31,10,21,21,27,51,0,38,6,-3,52,27,6,4,0
360,27,14,18,12,7,43,16,15,50,4,4,32,11,6,0,0
361,34,35,14,16,25,29,32,15,19,12,7,28,13,12,0,0
362,17,11,7,23,21,27,30,15,46,8,12,47,11,6,0,0
363,16,-14,10,19,12,37,20,15,32,6,6,39,16,9,0,0
364,46,12,0,25,7,36,68,15,19,4,-13,60,40,6,0,0
365,21,55,22,29,14,16,53,15,30,2,4,53,11,12,0,0
366,43,38,-4,19,24,31,50,0,40,6,-3,31,33,0,2,0
367,44,20,-7,26,16,34,59,30,27,9,-1,43,35,12,0,0
368,11,-21,7,26,18,29,22,-15,31,6,-3,32,20,9,0,0
369,15,6,8,19,17,56,30,-15,56,10,1,-5,23,9,0,0
370,43,9,0,27,25,30,46,0,48,8,-3,27,18,9,0,0
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,36,9,0,13,10,41,60,30,6,8,-12,52,36,9,0,0
373,28,11,12,9,11,32,37,30,14,13,7,32,26,6,0,0
374,24,13,11,14,21,26,31,-15,11,10,3,12,19,9,0,0
375,19,14,30,8,25,20,12,15,58,7,6,13,3,9,0,0
376,38,0,9,18,6,29,69,15,15,3,-4,53,24,12,0,0
377,30,8,8,23,24,43,69,30,15,3,-4,51,16,12,0,0
378,42,3,10,24,18,22,51,15,30,10,-6,43,21,0,2,0
379,18,14,8,21,8,57,24,-15,26,7,-1,22,26,6,0,0
380,24,11,22,9,3,55,21,-30,62,2,-2,21,22,6,2,0
381,18,17,15,23,24,32,19,-30,69,5,-5,0,22,6,2,0
382,9,-1,12,18,17,50,18,0,35,0,3,26,17,6,0,0
383,20,14,14,22,11,54,37,0,95,2,0,23,15,12,0,0
384,16,1,15,13,25,23,31,0,35,0,-3,33,19,9,2,0
385,12,5,11,17,17,38,39,15,30,2,1,33,29,9,0,0
386,10,23,2,31,11,60,45,30,33,0,-3,40,22,12,2,0
387,32,22,12,15,11,28,52,30,37,3,0,37,28,12,0,0
388,32,9,19,10,25,16,39,30,17,8,-3,33,16,9,0,0
389,34,3,12,7,28,28,19,15,20,16,6,19,15,12,0,0
390,32,21,10,20,18,13,45,0,27,4,0,43,29,9,0,0
391,17,39,20,10,32,13,18,0,72,5,14,12,12,0,2,0
392,41,22,20,19,10,32,37,15,27,8,-5,32,10,0,2,0
393,9,-8,14,17,24,27,47,15,33,0,-6,38,16,6,0,0
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,37,25,14,10,8,35,35,0,26,9,0,64,19,12,0,0
396,21,11,23,16,25,11,40,-30,50,0,-4,65,15,12,0,0
397,55,18,0,26,24,26,40,0,18,15,5,43,23,6,0,0
398,19,22,17,5,20,12,21,15,68,3,19,27,13,6,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,22,31,22,5,11,21,24,15,41,2,0,27,14,6,0,0
