,u1_id,u2_id,u1_willing,u2_willing,similarity
2001,2458,2772,0,1,9
2002,2459,2794,0,0,5
2003,31,2460,0,0,8
2004,2461,3337,0,0,6
2005,2462,3844,0,0,10
2006,703,2463,0,0,3
2007,2465,3166,0,0,7
2008,5,2466,0,0,5
2009,2467,3390,1,0,9
2010,2128,2469,0,1,11
2011,1134,2470,0,1,13
2012,2471,3237,0,0,5
2013,656,2473,0,0,7
2014,1978,2478,0,0,10
2015,2480,2615,0,0,2
2016,2382,2482,0,0,7
2017,2483,2931,0,0,10
2018,2484,3096,1,0,10
2019,2487,2633,0,0,13
2020,2488,2650,0,0,10
2021,1580,2489,0,0,9
2022,2490,2761,0,0,2
2023,2491,2860,0,0,3
2024,2492,3841,0,1,8
2025,2493,3523,0,0,9
2026,2494,3040,0,0,12
2027,2497,2947,0,0,6
2028,2498,3251,1,0,9
2029,2499,3086,1,0,11
2030,2500,2681,1,0,6
2031,171,2501,0,0,9
2032,2504,2813,0,1,13
2033,2506,3534,0,0,6
2034,1446,2507,0,0,4
2035,2508,3695,0,0,7
2036,1909,2509,0,0,8
2037,1938,2510,1,0,11
2038,2073,2511,0,1,5
2039,2513,2589,0,0,8
2040,1160,2514,0,0,9
2041,2515,2533,0,0,8
2042,2517,3616,1,0,5
2043,1324,2518,0,0,8
2044,2521,3052,0,0,9
2045,2522,2861,0,0,7
2046,2357,2523,0,0,5
2047,1049,2524,0,0,3
2048,2525,2794,0,0,11
2049,1442,2526,0,0,8
2050,2527,2863,0,0,8
2051,2529,3632,0,0,8
2052,1740,2532,0,0,6
2053,1594,2535,1,0,5
2054,2537,2734,0,1,7
2055,2538,2598,1,0,9
2056,1249,2539,0,0,7
2057,1860,2540,0,0,7
2058,2542,2843,0,0,9
2059,2076,2545,0,0,7
2060,784,2547,1,0,17
2061,893,2549,0,1,10
2062,2550,2984,0,0,7
2063,2552,3256,0,0,6
2064,2087,2553,0,0,7
2065,2554,3541,0,0,10
2066,575,2555,1,1,10
2067,784,2557,1,0,12
2068,2520,2558,0,1,9
2069,2559,3218,1,1,9
2070,2562,3439,0,0,6
2071,971,2564,0,0,11
2072,2565,3023,0,0,12
2073,2566,3645,0,0,5
2074,78,2567,1,0,9
2075,2568,3312,0,0,13
2076,1227,2569,0,0,9
2077,2570,3083,1,1,10
2078,2575,3478,0,0,10
2079,764,2576,0,0,0
2080,1693,2577,0,0,7
2081,1658,2579,0,0,11
2082,2580,3322,0,0,9
2083,2582,2884,0,0,11
2084,1807,2586,1,0,6
2085,1642,2589,1,0,9
2086,2590,2915,1,1,8
2087,850,2591,1,0,14
2088,2592,2843,0,0,5
2089,2593,3406,0,0,6
2090,2242,2594,0,0,6
2091,2595,2831,1,1,9
2092,764,2596,0,0,0
2093,2597,3817,1,0,6
2094,912,2599,0,0,9
2095,2600,2887,1,0,13
2096,2603,3101,0,1,8
2097,2604,3226,0,1,10
2098,1370,2605,0,0,11
2099,111,2606,0,0,5
2100,2307,2608,0,0,4
2101,2609,2905,0,0,10
2102,2611,3099,0,1,14
2103,2612,3232,0,1,4
2104,2189,2613,0,0,7
2105,37,2614,0,0,6
2106,2616,3237,0,0,10
2107,2617,3586,0,0,1
2108,1069,2618,0,1,10
2109,1608,2620,1,1,2
2110,2621,3771,0,0,7
2111,2622,2914,0,1,13
2112,2235,2623,0,0,8
2113,2624,2709,0,0,9
2114,2625,2761,0,0,5
2115,2626,3293,0,1,9
2116,2358,2628,0,0,1
2117,1788,2629,0,0,11
2118,2630,2709,0,0,4
2119,1772,2631,0,1,11
2120,2632,3103,0,1,13
2121,5,2634,0,0,1
2122,2635,3299,0,0,8
2123,2636,3198,0,1,8
2124,2638,3625,1,0,7
2125,2639,2783,1,0,13
2126,445,2640,0,0,2
2127,2641,3794,0,1,5
2128,2642,3343,0,0,9
2129,2643,2831,0,1,7
2130,2119,2644,0,0,9
2131,2645,3558,1,0,10
2132,931,2646,0,0,2
2133,1206,2647,1,1,12
2134,2419,2648,0,1,10
2135,2262,2650,0,0,9
2136,2651,2846,1,0,12
2137,343,2652,0,0,13
2138,1300,2653,0,0,17
2139,1828,2654,1,0,9
2140,2655,2720,0,0,8
2141,2656,3636,0,0,10
2142,2096,2657,0,1,6
2143,2658,3390,0,0,6
2144,1788,2659,0,0,8
2145,2660,2809,0,0,3
2146,15,2661,1,0,12
2147,2662,3331,0,0,10
2148,2663,3841,0,1,9
2149,393,2664,0,0,0
2150,2665,3675,0,1,5
2151,2666,3030,1,0,3
2152,1969,2667,0,1,8
2153,2668,2721,1,0,10
2154,900,2669,0,0,9
2155,1335,2672,0,0,9
2156,532,2673,0,1,10
2157,2676,3349,1,1,9
2158,2677,2901,1,0,6
2159,2678,3017,1,0,10
2160,2679,2816,0,1,8
2161,2197,2680,0,0,5
2162,2683,3340,0,0,14
2163,2684,3021,0,0,10
2164,2685,3341,1,0,7
2165,2686,3422,0,0,8
2166,2689,3718,0,1,2
2167,2602,2690,1,0,9
2168,2691,3530,1,1,8
2169,2333,2692,0,0,9
2170,32,2693,0,0,9
2171,1316,2696,0,0,9
2172,2697,3232,1,1,8
2173,2698,3074,1,0,9
2174,2699,2980,1,0,10
2175,2700,2979,0,1,11
2176,2701,3212,0,0,0
2177,1724,2702,0,0,11
2178,2703,2938,0,0,7
2179,2704,3487,0,0,9
2180,1970,2705,0,0,10
2181,2707,3686,1,1,14
2182,2708,3333,0,1,11
2183,2710,2792,0,0,6
2184,2713,3314,0,0,10
2185,186,2716,1,0,2
2186,1955,2721,0,0,10
2187,2708,2722,1,0,9
2188,101,2723,0,1,9
2189,2142,2724,0,1,8
2190,2725,3707,0,1,5
2191,433,2726,0,0,6
2192,2727,3269,0,1,8
2193,2728,3361,1,0,8
2194,1148,2730,0,0,10
2195,2269,2731,0,0,11
2196,2733,3755,1,0,9
2197,964,2736,0,0,9
2198,2737,3803,0,0,7
2199,2738,3263,0,1,11
2200,1776,2740,1,0,14
2201,2741,3731,0,0,5
2202,682,2744,0,0,5
2203,2698,2745,1,0,8
2204,2746,3403,0,0,9
2205,2747,2793,0,0,4
2206,2748,3300,0,1,4
2207,2749,3461,0,0,7
2208,1514,2750,0,0,8
2209,1417,2751,0,1,8
2210,2753,2901,1,0,3
2211,2203,2754,0,0,13
2212,354,2756,0,0,9
2213,237,2757,1,0,5
2214,2758,2833,0,0,7
2215,2759,2967,0,0,13
2216,1896,2762,1,0,11
2217,2764,3706,1,0,6
2218,2766,3054,0,0,6
2219,2767,2779,0,1,9
2220,2768,3566,1,0,12
2221,2769,3660,1,0,16
2222,2770,3336,0,0,8
2223,2771,2908,0,1,7
2224,2774,3152,1,0,12
2225,2217,2775,1,1,17
2226,2777,3251,0,0,10
2227,2779,3583,1,0,11
2228,2062,2780,0,0,12
2229,1965,2781,0,0,7
2230,1838,2784,0,1,1
2231,2186,2785,0,1,11
2232,1845,2786,0,0,5
2233,2425,2788,0,0,13
2234,2790,3075,0,0,8
2235,2791,3268,0,0,14
2236,1720,2795,0,0,6
2237,2792,2796,0,1,6
2238,1863,2798,0,0,9
2239,2270,2799,0,0,4
2240,2800,2947,0,0,6
2241,2560,2801,0,0,4
2242,2803,3107,0,1,6
2243,2804,2918,0,0,7
2244,2490,2806,1,0,2
2245,2707,2807,0,0,7
2246,2808,2922,0,0,5
2247,2415,2810,0,0,7
2248,2812,3299,0,0,14
2249,959,2813,0,1,8
2250,154,2814,0,0,2
2251,2817,3072,0,0,2
2252,2818,3262,1,0,6
2253,2819,3211,0,0,8
2254,2820,2845,0,0,8
2255,2822,3440,0,0,11
2256,2823,3217,1,0,13
2257,2046,2826,0,0,2
2258,2827,3271,0,1,8
2259,543,2829,0,0,7
2260,2830,3736,1,0,0
2261,1892,2833,1,0,13
2262,2401,2837,0,0,4
2263,2838,3731,0,0,0
2264,386,2839,0,0,12
2265,1163,2844,1,1,9
2266,2846,2947,0,0,13
2267,1859,2847,1,1,8
2268,2428,2850,0,0,11
2269,2852,3000,0,0,9
2270,1545,2853,1,1,9
2271,2550,2855,0,0,10
2272,2856,3809,1,0,14
2273,2656,2857,0,0,0
2274,2858,2889,0,0,7
2275,2859,3820,1,0,9
2276,2862,2932,1,1,10
2277,2837,2864,0,0,10
2278,1738,2865,1,0,7
2279,2740,2867,0,0,17
2280,2282,2870,0,0,12
2281,2871,3389,0,0,11
2282,2872,3295,1,0,8
2283,2136,2873,0,0,11
2284,2874,2884,0,0,10
2285,2877,2930,1,0,8
2286,2880,2903,0,0,10
2287,1714,2881,0,0,14
2288,55,2883,1,0,8
2289,1948,2886,1,1,10
2290,2889,3217,0,0,13
2291,2890,3239,0,0,7
2292,1630,2893,0,0,10
2293,1590,2894,0,0,11
2294,145,2895,0,0,9
2295,1311,2896,0,1,11
2296,58,2897,0,1,6
2297,2898,3019,0,0,10
2298,1740,2899,0,0,4
2299,1575,2900,0,0,0
2300,2902,3241,0,0,1
2301,2129,2903,0,0,11
2302,670,2904,0,0,13
2303,2905,3005,0,0,10
2304,2906,3089,0,0,7
2305,2909,2980,0,0,10
2306,782,2910,0,0,9
2307,1252,2911,1,0,8
2308,2912,3039,0,0,7
2309,2913,3327,1,0,6
2310,2914,3673,0,0,6
2311,2214,2916,1,0,9
2312,2918,3023,0,0,13
2313,20,2920,1,0,7
2314,2921,3235,0,1,0
2315,206,2923,1,1,15
2316,2925,3537,0,0,6
2317,2926,3245,1,0,0
2318,2831,2927,1,0,6
2319,2928,2959,0,0,5
2320,2930,3319,0,1,8
2321,2933,3437,0,0,7
2322,2891,2935,1,0,9
2323,2937,3581,0,0,10
2324,2939,3043,0,1,7
2325,2940,3213,0,0,11
2326,2943,3169,0,0,10
2327,1955,2944,0,0,14
2328,417,2945,0,0,11
2329,2949,3785,0,0,4
2330,808,2954,0,0,9
2331,2956,3318,0,1,8
2332,235,2957,1,0,9
2333,1886,2960,0,1,5
2334,2963,3403,0,0,7
2335,2964,3551,0,0,9
2336,2619,2965,0,0,2
2337,2971,3434,0,0,10
2338,2973,3388,0,0,7
2339,2974,3199,0,0,8
2340,575,2978,0,0,8
2341,2525,2980,0,0,7
2342,2416,2981,0,0,10
2343,2985,3734,1,1,9
2344,2283,2986,0,0,9
2345,1214,2987,0,0,9
2346,2910,2988,0,1,11
2347,2989,3105,1,0,6
2348,1256,2990,0,0,9
2349,2424,2991,0,0,10
2350,2992,3085,1,1,10
2351,1431,2993,0,1,12
2352,2994,3311,0,1,7
2353,1686,2995,0,0,3
2354,1900,2996,0,0,10
2355,2997,3706,0,0,10
2356,2998,3688,1,0,3
2357,2384,2999,0,0,11
2358,468,3002,0,0,7
2359,441,3003,1,1,11
2360,3004,3778,0,1,5
2361,565,3005,1,1,7
2362,3006,3387,0,0,6
2363,2046,3010,0,0,13
2364,3011,3405,1,0,6
2365,1609,3012,0,1,8
2366,3014,3589,1,0,7
2367,2977,3015,0,0,10
2368,3017,3858,0,1,4
2369,3018,3040,0,0,7
2370,3020,3763,0,0,8
2371,1845,3021,0,0,5
2372,874,3022,0,0,13
2373,3024,3747,0,0,8
2374,1582,3025,0,0,11
2375,3026,3777,0,0,7
2376,451,3027,0,1,14
2377,2208,3030,1,1,2
2378,3031,3399,0,0,7
2379,738,3032,0,0,7
2380,2022,3033,0,0,9
2381,1746,3034,0,0,10
2382,3035,3177,0,1,10
2383,2346,3036,0,0,4
2384,910,3038,1,0,11
2385,3039,3545,0,1,9
2386,226,3041,0,1,5
2387,2563,3045,0,0,11
2388,2001,3046,0,0,9
2389,3047,3197,0,0,14
2390,3048,3424,0,0,10
2391,2455,3049,0,1,14
2392,3053,3106,1,0,10
2393,3054,3055,1,1,13
2394,3056,3651,0,0,9
2395,1954,3057,0,0,2
2396,4,3058,0,0,12
2397,3062,3366,1,0,11
2398,355,3063,0,0,8
2399,3066,3203,0,0,9
2400,317,3067,0,0,10
2401,3068,3549,0,0,9
2402,2694,3070,0,0,9
2403,944,3073,0,0,9
2404,3078,3342,0,0,10
2405,2860,3084,0,1,8
2406,3090,3559,1,0,9
2407,1865,3091,0,0,9
2408,2503,3093,0,0,6
2409,2457,3094,1,0,8
2410,1354,3095,0,0,6
2411,3096,3718,0,1,2
2412,3097,3812,0,1,9
2413,1510,3098,0,0,9
2414,2033,3102,0,0,13
2415,3104,3727,0,0,6
2416,3023,3106,0,0,13
2417,2230,3107,0,0,8
2418,3108,3628,0,0,12
2419,1656,3109,0,0,3
2420,2155,3110,0,0,8
2421,3112,3323,0,0,7
2422,3113,3840,1,0,9
2423,2524,3114,0,1,2
2424,3115,3178,0,1,8
2425,3116,3843,0,1,4
2426,2739,3118,0,1,8
2427,2865,3121,0,0,16
2428,3122,3195,0,0,8
2429,2131,3123,0,0,5
2430,3124,3313,0,0,8
2431,3125,3814,0,1,7
2432,2251,3127,0,0,7
2433,3130,3342,0,0,12
2434,1013,3131,0,0,12
2435,3132,3369,0,1,8
2436,851,3133,0,0,8
2437,3134,3416,0,0,9
2438,3135,3486,0,0,6
2439,1727,3137,0,0,16
2440,3138,3369,0,1,12
2441,328,3139,0,0,11
2442,1431,3141,0,1,10
2443,199,3142,0,1,11
2444,2010,3145,0,0,9
2445,1736,3146,0,0,13
2446,386,3148,0,1,10
2447,5,3149,0,0,3
2448,3151,3734,0,0,12
2449,1859,3153,0,0,6
2450,3157,3726,0,0,7
2451,1712,3158,0,0,1
2452,3159,3390,1,0,5
2453,2378,3161,0,0,4
2454,697,3164,0,0,10
2455,2532,3174,0,0,8
2456,3175,3438,0,0,6
2457,2719,3176,1,1,12
2458,3052,3178,0,0,13
2459,2529,3179,0,0,11
2460,1679,3180,1,0,7
2461,3182,3653,0,0,11
2462,2643,3184,0,0,13
2463,1239,3185,0,0,10
2464,3186,3426,1,1,8
2465,1845,3188,0,0,7
2466,2660,3189,0,0,5
2467,3190,3559,0,0,5
2468,3191,3629,1,1,8
2469,1962,3192,1,1,0
2470,2465,3193,1,1,14
2471,3194,3334,0,1,5
2472,3065,3198,0,1,6
2473,3199,3359,1,1,7
2474,1746,3202,0,0,8
2475,3204,3286,0,0,1
2476,3205,3372,0,0,9
2477,3208,3575,1,0,12
2478,3209,3827,0,0,9
2479,1037,3210,0,0,1
2480,3212,3639,0,0,0
2481,3214,3776,1,0,11
2482,3215,3625,0,0,7
2483,880,3216,0,1,10
2484,2903,3219,0,0,7
2485,2933,3221,0,0,7
2486,2959,3222,0,1,9
2487,3224,3588,0,0,8
2488,3226,3807,0,0,8
2489,3227,3250,0,0,8
2490,55,3228,1,0,4
2491,15,3230,1,0,8
2492,390,3233,0,0,9
2493,3234,3269,0,1,9
2494,3236,3591,0,0,1
2495,2846,3238,0,1,11
2496,3239,3476,0,0,4
2497,11,3241,0,0,4
2498,2808,3242,0,0,13
2499,656,3243,0,0,6
2500,656,3244,0,0,9
2501,2244,3246,0,0,13
2502,961,3248,1,0,7
2503,3253,3715,0,0,7
2504,3254,3445,0,0,4
2505,2081,3255,0,0,9
2506,2249,3256,0,0,5
2507,1343,3257,0,1,10
2508,2807,3258,0,1,8
2509,289,3259,1,1,13
2510,3261,3852,0,1,9
2511,2955,3263,1,1,9
2512,2848,3264,1,0,5
2513,2953,3266,0,0,7
2514,3267,3761,0,0,7
2515,2965,3270,0,0,2
2516,3272,3384,0,1,8
2517,3195,3273,0,0,11
2518,3275,3469,0,0,9
2519,3276,3316,0,0,13
2520,1830,3277,0,0,10
2521,3278,3420,0,0,7
2522,3279,3476,0,0,7
2523,2737,3281,0,1,7
2524,3284,3631,1,0,10
2525,3153,3285,0,0,9
2526,885,3288,0,0,3
2527,2926,3290,0,1,10
2528,3291,3532,0,0,7
2529,360,3297,0,0,9
2530,3298,3544,0,1,6
2531,5,3299,0,0,2
2532,3186,3302,0,0,10
2533,1315,3305,0,0,8
2534,3306,3503,1,1,0
2535,1820,3307,0,1,9
2536,173,3309,1,0,10
2537,1,3311,0,1,10
2538,3312,3529,0,0,9
2539,894,3313,0,0,13
2540,2215,3315,1,1,15
2541,3316,3320,0,1,7
2542,2520,3317,0,0,5
2543,2492,3320,1,1,10
2544,2343,3326,0,0,5
2545,893,3329,0,0,7
2546,2230,3332,0,0,6
2547,3335,3402,0,1,9
2548,1779,3338,1,0,10
2549,3339,3407,0,0,12
2550,72,3341,0,0,10
2551,3343,3556,1,0,6
2552,3344,3645,1,0,5
2553,3165,3345,0,0,8
2554,1873,3346,1,1,4
2555,398,3347,0,0,1
2556,2733,3350,0,0,2
2557,3352,3478,0,0,13
2558,3353,3847,0,0,3
2559,925,3354,0,1,13
2560,3355,3491,0,1,8
2561,3192,3357,1,1,1
2562,2520,3358,0,0,6
2563,3359,3815,0,0,5
2564,774,3360,0,1,0
2565,594,3363,0,0,9
2566,2711,3368,1,0,9
2567,3373,3860,0,0,8
2568,1316,3377,0,0,8
2569,1195,3378,0,0,3
2570,3379,3451,0,0,5
2571,748,3380,0,0,10
2572,2613,3381,0,0,8
2573,1271,3385,1,0,9
2574,3387,3570,0,0,11
2575,2570,3392,1,0,8
2576,1671,3393,0,0,7
2577,1366,3395,0,0,11
2578,3396,3429,1,0,8
2579,3397,3474,0,0,7
2580,2462,3401,0,0,13
2581,2823,3402,0,0,12
2582,3403,3411,0,0,14
2583,118,3404,1,0,11
2584,3407,3772,0,1,0
2585,3408,3462,0,0,5
2586,16,3409,0,0,12
2587,1853,3410,0,0,10
2588,3414,3535,1,0,12
2589,1458,3415,0,0,13
2590,1876,3421,0,0,7
2591,237,3423,0,0,7
2592,1373,3425,1,0,13
2593,2496,3429,0,0,8
2594,2895,3430,0,0,11
2595,3273,3432,0,1,7
2596,3434,3810,0,0,10
2597,3435,3554,0,0,8
2598,848,3436,0,0,9
2599,3171,3441,0,1,12
2600,448,3443,0,0,7
2601,1363,3446,0,0,12
2602,3449,3579,0,0,13
2603,3450,3746,0,1,8
2604,2509,3451,0,0,9
2605,3452,3494,0,0,5
2606,2481,3453,0,1,9
2607,3218,3454,0,0,8
2608,3455,3739,0,0,9
2609,1581,3456,0,0,7
2610,2531,3457,0,0,10
2611,3367,3458,0,0,6
2612,3459,3774,1,0,10
2613,1830,3461,1,1,10
2614,3465,3730,1,0,7
2615,3471,3714,0,0,0
2616,1422,3472,0,0,8
2617,449,3475,0,1,13
2618,3269,3480,1,0,7
2619,3482,3606,0,0,4
2620,3441,3483,1,0,11
2621,3012,3484,1,0,3
2622,2883,3485,0,0,10
2623,1326,3487,0,1,7
2624,2131,3488,0,0,6
2625,3489,3581,0,0,5
2626,1695,3490,1,0,11
2627,75,3491,0,0,5
2628,2153,3492,0,0,10
2629,2808,3493,0,0,13
2630,3496,3673,0,0,10
2631,2611,3497,0,0,9
2632,132,3499,0,0,11
2633,2861,3500,0,0,8
2634,808,3501,0,0,10
2635,1058,3505,0,0,6
2636,3506,3857,0,0,8
2637,2643,3507,0,0,5
2638,1824,3510,0,0,10
2639,1244,3511,0,1,13
2640,2527,3512,1,0,7
2641,1037,3513,0,0,10
2642,3514,3628,0,0,11
2643,285,3515,0,0,7
2644,3517,3692,0,0,14
2645,2242,3519,0,0,5
2646,3520,3575,1,0,10
2647,2431,3521,0,0,7
2648,1311,3522,0,0,13
2649,3524,3553,0,0,7
2650,2521,3525,0,0,7
2651,3092,3528,0,0,12
2652,2045,3531,1,1,14
2653,1363,3533,0,0,14
2654,1030,3536,0,0,6
2655,3537,3589,0,0,11
2656,2950,3539,0,0,11
2657,3397,3540,0,0,7
2658,3242,3542,0,1,6
2659,365,3543,0,0,3
2660,3154,3547,1,0,6
2661,2039,3549,1,1,11
2662,3435,3550,1,0,2
2663,3552,3797,0,0,10
2664,2024,3555,0,0,14
2665,2604,3557,0,0,11
2666,2517,3558,0,0,12
2667,512,3560,0,0,10
2668,1858,3565,0,0,10
2669,3568,3649,0,0,8
2670,684,3569,0,0,8
2671,31,3573,0,0,8
2672,3575,3799,0,0,9
2673,3578,3746,0,1,7
2674,3257,3579,0,0,8
2675,2496,3580,1,0,6
2676,2116,3584,0,0,9
2677,2998,3585,1,0,8
2678,2954,3586,0,0,3
2679,1603,3587,1,0,10
2680,1964,3588,0,0,7
2681,145,3590,0,0,7
2682,3418,3591,0,0,1
2683,3592,3631,1,0,11
2684,763,3593,0,0,6
2685,1251,3594,0,1,4
2686,3595,3703,0,0,5
2687,3596,3833,1,0,10
2688,2509,3597,0,0,8
2689,2144,3598,0,0,8
2690,816,3599,0,0,7
2691,3229,3600,0,0,9
2692,541,3601,0,0,11
2693,276,3603,1,0,9
2694,1976,3605,0,0,7
2695,3606,3759,0,0,10
2696,1293,3607,0,0,11
2697,3609,3842,0,0,7
2698,1290,3610,1,1,9
2699,512,3613,0,0,8
2700,3244,3616,0,0,14
2701,1419,3618,0,0,9
2702,3619,3686,0,1,9
2703,2098,3622,1,1,7
2704,871,3624,0,0,9
2705,925,3627,1,0,10
2706,2540,3633,0,0,10
2707,183,3637,0,1,13
2708,3638,3854,0,1,7
2709,2026,3640,0,0,14
2710,2808,3641,0,0,4
2711,3526,3644,0,1,14
2712,3647,3659,1,0,13
2713,1789,3650,0,0,9
2714,880,3653,0,0,13
2715,3605,3655,0,0,11
2716,2945,3657,0,0,12
2717,3047,3658,0,1,8
2718,2663,3663,0,0,12
2719,3284,3665,0,1,11
2720,3667,3729,0,0,13
2721,3171,3670,0,0,0
2722,764,3676,0,0,0
2723,11,3677,0,1,5
2724,1613,3679,1,0,11
2725,2261,3680,0,0,11
2726,1052,3681,0,1,9
2727,665,3687,0,0,10
2728,3688,3845,0,1,9
2729,2621,3690,0,0,6
2730,1417,3691,0,0,2
2731,1270,3696,0,0,8
2732,2379,3697,0,0,7
2733,168,3698,0,0,8
2734,2300,3701,1,0,11
2735,1800,3703,0,0,6
2736,3359,3704,0,1,12
2737,3596,3709,1,1,8
2738,1292,3710,1,1,2
2739,2596,3711,0,0,9
2740,3592,3712,0,0,11
2741,3713,3843,0,0,3
2742,2684,3718,0,1,2
2743,3230,3719,0,0,12
2744,972,3720,0,0,0
2745,45,3723,0,0,16
2746,1867,3727,0,0,8
2747,3532,3730,0,0,13
2748,1596,3735,0,0,10
2749,213,3738,0,0,12
2750,29,3742,1,0,5
2751,887,3743,0,0,11
2752,1649,3747,0,0,5
2753,464,3749,1,0,12
2754,3340,3750,0,0,11
2755,2359,3751,0,0,8
2756,1885,3752,0,0,10
2757,3756,3811,0,1,2
2758,3757,3842,1,0,8
2759,3419,3758,0,0,7
2760,3760,3770,0,0,10
2761,3245,3761,0,0,1
2762,663,3762,1,0,11
2763,2448,3767,1,0,13
2764,3768,3842,0,0,11
2765,2140,3776,1,0,10
2766,1563,3779,0,0,4
2767,3782,3857,0,0,1
2768,1404,3784,0,1,13
2769,264,3786,1,0,9
2770,3787,3794,0,1,4
2771,2339,3788,0,1,10
2772,2043,3789,1,0,4
2773,3791,3834,0,0,10
2774,3567,3793,0,0,6
2775,3792,3796,0,0,4
2776,2296,3798,0,0,3
2777,3224,3800,0,0,6
2778,1579,3801,0,0,6
2779,2949,3805,0,0,8
2780,2017,3806,0,0,3
2781,3554,3808,0,0,9
2782,1343,3813,0,0,12
2783,3543,3818,0,0,1
2784,2517,3822,0,1,13
2785,2554,3823,0,0,11
2786,3183,3824,0,0,8
2787,2118,3825,0,0,3
2788,974,3826,0,0,3
2789,3521,3827,0,0,7
2790,1799,3831,1,0,11
2791,3506,3835,0,0,6
2792,3834,3836,0,0,6
2793,3713,3838,0,1,4
2794,3781,3839,0,0,1
2795,3376,3847,1,0,1
2796,493,3848,0,0,10
2797,145,3849,0,0,6
2798,2044,3851,1,0,11
2799,74,3853,0,0,0
2800,235,3854,1,1,4
2801,1395,3855,0,0,10
2802,974,3859,0,0,6
